USR_ID,USR_NAME,USR_DESC,USR_CREATED_DATE,USR_CREATED_TIME,USR_FOLLOWERS,USR_FRIENDS,USR_STATUS
908408118,Robb Moreira - Voice Talent ????,"WHAT'S IN A NAME? FOR ROBB MOREIRA, IT'S OBVIOUS. YOU GET MORE ACTING ABILITY, MORE THAN ONE LANGUAGE AND MORE AUTHENTICITY. YOU SIMPLY #GETMORE WITH #MOREIRA!",2012-10-27,16:13:28,687,687,
25961398,"Adam Pilder, CFRE, CAP®",LA-based fundraiser for nonprofit organizations. Helping those in need. Board Member @AFP_GSFV chapter and Director of Development at @AbilityFirstLA,2009-03-23,5:47:04,2825,2825,
3309266022,McKenna Porter,,2015-08-08,4:33:56,114,114,
7.52828E+17,Coloring and Toys,"This is a kid friendly channel where I trace and color popular toys, decorations, and everyday  items. Check it out, Like and Sub if you enjoy! ??",2016-07-12,11:32:35,1037,1037,
15762946,Chip and Company,"Breaking news for Disney parks and entertainment!  #DisneyWorld #Disneyland, #UniversalStudios  https://t.co/H6NmN6R6a6 \nPress contact: chip@chipandco.com",2008-08-07,13:06:45,400,400,
430129705,Vic Smith,I enjoy finding quality short stories online and sharing them.\n\nA few of my own stories are at:    http://t.co/vT6hODy6w2,2011-12-06,20:07:11,2316,2316,
430343660,Dee Gee,"I love vacation, good food and cold beverages.",2011-12-07,1:59:40,4,4,
113840081,Penny Lane ????,"#GOD #FAMILY #USA #GEORGIABULLDOGS @RealJamesWoods fan! #Vintage #thrifting #picking #collecting... I always #promote #smallbusiness, #ebay & #etsy sellers!",2010-02-13,6:20:11,4701,4701,
36979187,Lisa,Ebay Powerseller - Clothing Fashion Accessories Handmade Jewelry - Wahm Mompreneur - Coffee Lover! ??,2009-05-01,16:24:56,13692,13692,
2796026526,Dee,Do something awesome today! Add some fun to your life! Give a handmade gift.  Instagram -  https://t.co/9njpiyv5k3  #gifts #handmade #fun,2014-09-07,14:43:30,2901,2901,
746786131,kamalesh kumar singh,"Writer and motivator, tweets personal views, belief in cultural nationalism, nationalistic approach , hard fan of atal jee and sridevi for their clean career??",2012-08-09,7:49:40,388,388,
113275991,The Grand Bar,,2010-02-11,7:31:26,1532,1532,
1.0266E+18,Kaye’s FabCreationz,Custom Cakes & Sweet Treats ?? Cakes/Treats for all occasions!!?? Deposits Required! ?? ??Text/Email Only ? No DM’s,2018-08-06,23:01:05,58,58,
4715862924,mouse,,2016-01-06,0:18:16,23,23,
614879694,Tori Gilkeson,trying to figure out how adulting works,2012-06-22,3:12:59,181,181,
176607689,GioVentures,Redefining Adventure! Bringing the world a little fun and happiness.,2010-08-10,0:03:40,158,158,
1.05144E+18,violet,,2018-10-14,12:06:19,509,509,
9.90596E+17,Queen,,2018-04-29,14:17:08,602,602,
1435473426,Jonas Jellestad,"Retired lithographic printer, photographer and amateur cook. Now also an author & publisher of ""When the Crowd Cries"" and ""The Man Outside the Window""",2013-05-17,12:13:06,7349,7349,
3511678655,G??? t?? ??tsa??a?,S??p?? t?? ???? µa? de? e??a? ? ?aµ??pe?a.,2015-09-01,10:45:26,584,584,
4700802148,Amy Caudill,"Mother, Author, Blogger, Chocoholic.  Fan of science fiction, urban fantasy, and mysteries.  Bibliophile.",2016-01-04,2:39:10,3046,3046,
2912396808,Victoria Benchley,"Author of Duncan Dewar Mysteries,  Teatime Tuesday blog, & more. Married with 2 kids, Christian. #ASMSG #IAN1 #CR4U  #teatime #Scotland https://t.co/YawBY9m5HG",2014-11-28,5:42:28,10781,10781,
45881889,Zubair Mallick,"a karachi born confused lahori - associate director at @LotusPakistan - \r\nlove food, music, movies, cricket and alison brie.",2009-06-09,16:57:34,659,659,
1.03964E+18,sunni lyf,I am a vloggee on YouTube ... link https://t.co/XDBEqm9TKj,2018-09-11,22:06:57,4,4,
1.08458E+18,B13Entertainment,"We are an entertainment company that produces a podcast, narrates audiobooks, publishes novels and is working on an action figure board game.",2019-01-13,22:43:49,389,389,
7.25127E+17,Rebecca Reddell,"#Author Rebecca Reddell loves #writing characters with sass and #reading all genres. Educator, current writer, and all-time bookworm.",2016-04-27,0:57:14,4055,4055,
135706804,Audrey Cofield,"I am a woman, I am black, I am beautiful, I am intelligent, and I LOVE ALL PEOPLE, NO MATTER WHAT COLOR YOU ARE OR YOUR RELIGION.  LIVE AND LET LIVE!!!",2010-04-22,2:05:06,27,27,
2797721011,Pat Furstenberg???writing about ???war & ??dogs,"Her #books spike imagination. Runs on beans-coffee.??#dogs #history,haiku??AMAZON https://t.co/52DcRhnSDO ??Winner WYOChristie??JOYFUL TROUBLE #silentheroes",2014-09-08,10:52:00,8494,8494,
2332281978,manuela iordache,Writer https://t.co/8Bt1yXbCh8,2014-02-07,19:06:42,9422,9422,
3292550997,Kevin Ansbro,"Author of ?#KINNARA?, 'gator wrestler and armpit tickler.   https://t.co/5A9nQ2OzTQ",2015-05-21,7:19:41,20407,20407,
941804400,Fab Hlands,,2012-11-11,17:43:00,82,82,
2292515040,HarPal Geo,"HarPal Haseen Hai, HarPal Geo! Pakistan's Premier Entertainment Channel",2014-01-15,10:41:15,149,149,
2751419286,Geo Films,Get all the latest updates about movies releasing in Pakistan under Geo Films banner. Watch the latest national and international happenings!,2014-08-21,6:09:14,26,26,
2428205239,Therese A. Kraemer,"Because I am dyslexic, I find writing a challenge, but my love of writing has inspired me to write over 37 Romance Novels",2014-04-05,3:05:22,35160,35160,
67391783,David Toft,"Author, and domestic servant to a cocker spaniel .\n\nhttps://t.co/CBO7odxA1n",2009-08-20,18:57:23,14147,14147,
81188094,Kishore Kumar Mahato,"BLOCK COORDINATOR (?????? ????? ?????? ???????)\nDHANBAD, JHARKHAND (?????). \nPANCHAYATI RAJ (??????? ???).\n\nDept. of Rural Development.\nJH Govt.\n\nFollows Back.",2009-10-09,19:50:23,1890,1890,
8.2302E+17,Sofia,#Constitution #MAGA #KAG \n? TEXAS - I believe GOD LOVES TX too #DemocratsHateAmerica #LockHerUp,2017-01-22,4:10:49,1262,1262,
1682794489,Emily Volz,"art teacher /mama/yogi/funny lady/murderino  You get what you give, so give love. \n#emilymcmommyart #emilyoga\n??https://t.co/Bk7ooh3YFc",2013-08-19,8:59:22,377,377,
1613781378,Travis Hath,"Husband, Dad, Traveler. PC: UofM ?? , Red Wings Dylan Larkin??, ‘62 Parkhurst ?? Set, ‘15 Christian Walker Chrome & Bowman, Alex Bregman, & Vintage ?? .",2013-07-22,22:38:21,423,423,
2407584008,Mari Christie,"Mari Christie/Mariana Gabrielle writes historical fiction, historical romance, and poetry. and is a professional writer, editor, and designer.",2014-03-23,18:57:36,1624,1624,
183144124,Arleen Alleman,Contemporary fiction/mystery writer. Never too late to live a dream. Former GAO senior analyst. Lover of nature and reality. #DarcyFarthing adventures. #RRBC,2010-08-26,7:24:23,26443,26443,
240198264,robert southworth,Author of the Ripper Legacies and Spartacus Chronicles...,2011-01-19,11:21:02,1204,1204,
9.89483E+17,Sarah Bailey,Romance Author ??\nQueen of Steam ??\nGamer ??\nMusic lover ??\nSlytherin ??\nBrit ????\nIndie Publisher ?? @TwistedTreePub1,2018-04-26,12:36:38,4016,4016,
7.99236E+17,B Kim,"Advocate. Mom. I embrace diversity. Tolerance is divisive. ""In the end, we will remember not the words of our enemies, but the silence of our friends."" mlk jr",2016-11-17,13:01:36,58,58,
42048056,Tamer Salah,,2009-05-23,15:55:02,143,143,
578112125,Anna Belfrage,Award-winning author of 17th century time-travel series THE GRAHAM SAGA & medieval series THE KING'S GREATEST ENEMY. Avid reader. History nut. More books 2 come,2012-05-12,14:39:39,3435,3435,
30011458,Barbie D H,Blessed survivor I ? my FAMILY?CATS?DOG? Support our Military?Pet Rescues?Arts https://t.co/tzW0ftCCpR #blogger #author?Pen Martha Emms #ASMSG #IWOSC #IAN1 #WLC,2009-04-09,16:08:06,48941,48941,
484268175,Bazza,#brexit                                        Happy to chat to like minded people who have a modicum of intellect or shared interests,2012-02-05,22:39:05,263,263,
3227340509,Bonty,"Cant sing, Not a model, Tried everything but nothing compares with being a parent! #Proud Dad. welcome scarlette my new granddaughter. appreciate #brexit",2015-05-02,1:24:07,795,795,
2813678052,Mistral Dawn,#Fantasy #Romance #Novelist #Author of the #Spellbound #Hearts #series #Please #spay or #neuter your #pets! :-) #RRBC,2014-09-16,21:19:57,32675,32675,
76955978,#PMInc,"Personalized Marketing Inc #PMInc Digital Marketing, SEO,  Organic Growth, Websites, Videos, Social Marketing and More",2009-09-24,14:46:41,737,737,
4465816873,Mike Bushey,??league hockey all star|4X Stanley Cone Champ| NASCAR,2015-12-05,16:31:59,713,713,
1.05307E+18,Sblumberjack,"My name is Chris Peel.  I'm the writer and co-creator for Half-Ass Publishing's comic book, Some Big Lumberjack.",2018-10-18,23:53:53,51,51,
328255481,Phoebe Design,I love photography and creating new things. https://t.co/lWeJHyjJN3,2011-07-03,1:27:21,9918,9918,
917028733,Sara Önnebo,"Writer of #suspense novels, photographer, #yoga enthusiast and book lover. 1st novel THE DAUGHTER: https://t.co/rUcWjz95HP",2012-10-31,14:42:23,4592,4592,
7.52876E+17,Susan Sage,"published #author of #contemporary #fiction and #poetry\nOwl obsessed, cat lady, reader, insomniac...\nLink to A MENTOR AND HER MUSE: https://t.co/tFZ7gwtyoy",2016-07-12,14:42:54,5001,5001,
1443465937,Ingo Keck,"""A well trodden path does not lead to new discoveries.""AI, Blockchain and Science @moringaSciPub. RT = Read This. All just my personal opinion.",2013-05-20,10:36:54,1388,1388,
21888259,"zoobab ""NO Software Patents""","Benjamin Henrion, president of the Foundation for a Free Information Infrastructure (https://t.co/qVZPN0FNGs), against software patents, mountain biker.",2009-02-25,17:06:20,1750,1750,
1431359448,Karl Holton,"Crime Thriller Writer - well, more like a 'storyteller' really",2013-05-15,19:54:18,17489,17489,
9.38528E+17,HM Holten,"Author of Snares and Delusions. Singer, teacher, avid reader. Citizen of the World. #histfic #filmenthusiast #artist #AmWriting",2017-12-06,21:56:12,4709,4709,
2616509724,CathyLDesigns,,2014-07-11,2:12:32,53,53,
2830241222,Dale Hollis,"I #read, I #write, I fix #electronics, I like #old #cars, I like #women; but it's not mutual, I #dream, I #hope, I #retweet, I #wonder; this to much about me??",2014-09-24,17:47:02,6757,6757,
28841800,Jerry GWG,I am a suburban Detroit resident. A progressive liberal -- an Atheist that is #GWG -- 4 progressive change and 100% separation of church & state.,2009-04-04,18:20:18,3718,3718,
1126803954,Words at Spangaloo,#WordsatSpangaloo\r\nwebsite dedicated to promoting books and authors\r\nplease check us out. WE FOLLOW back\r\nwhen you need FREE promotion look for us at,2013-01-28,2:40:21,14948,14948,
107624185,Marnye Young Audio Sorceress,Award-Winning Narrator - NYT/USAT Bestselling Authors/Podcaster/HistoryNut/Books/Puzzles/Running/SherlockHolmes/MomtoTwins/ChickenRaiser/Blogger/Entrepreneur,2010-01-23,5:05:15,9441,9441,
1.07469E+18,MaxGrande,Easygoing bloke. Please be kind to yourself and others. I Review on Goodreads Only. Do Not Add Me to Lists. I BLOCK Wankers. Reglas del amor ??,2018-12-17,15:43:11,1078,1078,
3214610716,Stephanie Churchill,Author of historical-feeling fantasy; The Scribe's Daughter and The King's Daughter. The King's Furies coming in 2019 #historicalfantasy,2015-04-27,19:21:55,2171,2171,
482334246,"Mary L Schmidt, Auth",aka #SJackson Member #SCBWI #ChildrensBooks  #ChildhoodCancer #IAN1 #CR4U #RPBP #readersfavorite #IARTG #Christian #WhenAngelsFly #MSchmidtProductions,2012-02-03,19:53:32,7405,7405,
26076682,Michal Regunberg,"writer, savvy PR professional,political junky, dyed in the wool Democrat, passion for travel",2009-03-23,20:00:41,1059,1059,
7.28937E+17,Anthea Syrokou,"Author of Eventually Julie, The Greek Tapestry, & True Colours. Find out more here: https://t.co/Oyl7DADgxe  https://t.co/6I6v8sPmHO",2016-05-07,13:19:45,6021,6021,
883111249,Ramon,"Addicted to geopolitics. Always thinking, sometimes big ideas. FvD. #Qanon Trust the Plan #WWG1WGA",2012-10-15,20:55:57,4500,4500,
4276184115,Medical Biophysics,"Leading edge cancer research and graduate training in cancer biology, protein structure, bioinformatics, imaging science and medical physics.",2015-11-25,16:35:39,26,26,
7.05113E+17,Douglas L. Wilson,"Writer of words, master of none, lover of beer, long may it run. Affinity's Window and Awakening are my supernatural thrillers. #horror #supernatural #thillers",2016-03-02,19:29:44,7171,7171,
244990527,Chris Thorndycroft,"Writer of historical fiction, horror and fantasy. Join my mailing list here: https://t.co/NDoKr9Uo4P",2011-01-30,16:26:18,198,198,
2262973530,Annie Whitehead,"Writer, Historian, Member of Royal Historical Society, Member of HWA, Happily married. Author of Anglo-Saxon Novels & histories. NOT the famous trombone player!",2013-12-26,15:20:30,6015,6015,
3035018400,Blu Fox Media Group,,2015-02-21,18:06:01,673,673,
15600158,jhines340,"Author of Historical Fiction/Historical Romance I love writing, reading, family and my dog, Charlie!(https://t.co/EUUcZbdqL7)",2008-07-25,16:31:26,10174,10174,
1.10799E+18,Wendysb3c0natorhambur3er21,I like hamburgers.,2019-03-19,13:05:44,10,10,
1.10692E+18,Yashnandgude24,,2019-03-16,13:52:56,33,33,
387256417,Louise Bunting,"A writer, poet, and photographer, interested in nature and all things magical.",2011-10-08,18:45:33,4973,4973,
46946560,Gae-Lynn Woods,"Texas Crime Fiction writer - because some folks just need killin'. Jazz lover, fence fixer, pretty good post-hole digger, and mad about BBC's The Archers.",2009-06-13,19:26:03,25067,25067,
2361018548,Ann Romanenko,"Translator. Writer. My first book ""Ukraine, I Wrote About"" is available on Amazon https://t.co/VjI29tZJSA.",2014-02-25,12:36:32,158,158,
464259204,Lynn,"Love to read, walk and enjoy the wonderful local scenery. Also an animal lover, especially one large, goofy, lovable male mutt who answered to Gerri!",2012-01-15,1:31:39,4010,4010,
571965332,JASNOW,"Award winning historical novelist and genealogist, author of An American Family and The Viking Sagas series, whose books are based on her own family tree",2012-05-05,18:16:22,2325,2325,
7.8552E+17,Devin Salesman,"Ian Campbell Author\n""And the Salesman Came to Town""",2016-10-10,16:39:55,14377,14377,
1.07482E+18,Frank Nitti Dafamentertainment2018@gmail.com,Writer and Construction Cleaners  franknitti0328@gmail.com \nfatherstomen@gmail.com,2018-12-18,0:23:53,509,509,
9.01443E+17,Bobby The Cat,Fat furry social justice cat-grenade. A one eyed cat in the land of the blind is king.,2017-08-26,13:56:38,24,24,
3115104425,Millie Thom,Author of #HistFic 'Sons of Kings' trilogy & 'A Dash of Flash' #flashfiction / #shortstories https://t.co/BFLKB06HOv All books #Free on #KindleUnlimited  #IAN1,2015-03-25,15:23:21,6629,6629,
3030520921,L.A. Fiore,"Mom, Wife, Author, Possibly Alien",2015-02-19,15:45:34,69,69,
240336463,Labourstone,"Leytonstone, E11- Labour Cllr, WF Environment Portfolio Holder, Dep. Leader letting WF residents know whats going on, dealing with casework & personal musings",2011-01-19,17:56:05,1057,1057,
1.07109E+18,Somaliweyn,Find out the latest news and breaking news today about Greater Somalia (Somaliweyn),2018-12-07,17:06:17,1171,1171,
1.10187E+18,Ex-Shabaab,Ex-Shabaab on the run with more than 10 yrs of jihadi experience with Shabaab.,2019-03-02,15:57:30,10,10,
36514727,Slasher Trash,92% of my tweets are related to slashers.  Exceptionally average pop culture douchebag. Lovable rogue (debatable). You can stalk me on Facebook & Instagram.,2009-04-29,23:10:12,1629,1629,
27242178,Finn,This world is big enough for everyone! - Asma Khan,2009-03-28,15:02:39,550,550,
1.08919E+18,The Coupon Cottage,Bringing you online Coupons and Savings on the newest Products.\nAs an Affiliate I earn from qualifying purchases,2019-01-26,15:53:10,73,73,
3190804558,Natasha Stromberg,Leadership figure & empowerment coach. Proudly Progressive. Taking action on: #climatechange #genderequality #racialequality #animalrights,2015-04-21,13:16:17,1222,1222,
2174398111,Artifex Art,"Artifex is a well-respected supplier of Art, custom framing & Mirrors. Our industry experience includes hospitality, commercial, residential & healthcare.",2013-11-04,16:59:43,55,55,
110858000,Carlos Domingo,"Farmacéutico, autónomo y gamer. Se contar hasta 10 casi sin atascarme. \n\nPostgraduate student at @UniofBath\nMSc Drug Discovery",2010-02-03,0:39:13,477,477,
58502356,Lasell Admission,The official account of the Lasell College Office of Admission.,2009-07-20,15:33:29,209,209,
32441443,Kirsty Scarlett,"Community Engagement for @wessexwater. I love it when a good plan comes together. Also has a real life, but it usually needs tidying. Views all my own.",2009-04-17,15:14:19,333,333,
9.53428E+17,event concierge online tool,"A one-stop online event planning website, We handpick\xa0the coolest and vibrant event suppliers. Guaranteed to add the wow factor to your event.",2018-01-17,0:46:08,205,205,
305929068,Joselyn zabala,,2011-05-27,0:43:47,399,399,
9.20351E+17,Miss Johnston \uf8ff,"NQT Biology & General Science Teacher at Drumchapel High, Glasgow ???? Apple Teacher \uf8ff",2017-10-17,18:07:36,141,141,
1934503716,Rudi A.R.,Games-Games-Games...,2013-10-04,15:08:36,3022,3022,
481829789,Toyota on the Trail,Edmonton's NEWEST Toyota dealer - Located at 5210 Calgary Trail NW. Proud member of the Go Auto family. 780.702.2222,2012-02-03,6:54:43,844,844,
2664050846,Kristen L Janes,Kio Kreations | Boutique Event Florist + Creative Services Company,2014-07-20,21:11:26,231,231,
443843522,#RebelForLife,Extinction means gone forever. We're in the middle of the 6th mass extinction. Why are so very few bothered? #BrexitWontMatterIn10Years,2011-12-22,16:10:59,2225,2225,
36799443,christina  o'carroll,,2009-04-30,22:48:12,739,739,
1.0599E+18,A Green Life,Single Mum to 2 boys  | Crafter | Lover of Nature | Rising to be the best version of myself | Eco-worrier \nInto all things eco-friendly and natural crafts.,2018-11-06,20:26:05,188,188,
1.02655E+18,Inflated Dreams,,2018-08-06,19:17:26,0,0,
9.60697E+17,OCBalloonBar,,2018-02-06,2:10:12,62,62,
402902016,Jelly Kelly,"Female children's entertainer for ages 3+ since 2001. With Comedy Magic, Balloon twisting, fun and games! Expect Jellytastic Tweets!",2011-11-01,18:52:39,873,873,
7.452E+17,Simpson's Lane,Simpson's Lane Academy is a good school with excellent relationships between adults and pupils. \nPart of Delta Academies Trust.,2016-06-21,10:20:22,226,226,
8.62304E+17,Southampton Commoner,"I run,walk family play here daily.Leisure, pleasure & nature for 700yrs.S.S.S.I area maintained by Southampton City Council but belongs to us all.Litter hater",2017-05-10,13:50:10,151,151,
1.07506E+18,beardedhairyscruffhunks,We may #promote your #brand . The #bearded #hairy #scruff #models . #photography and #art #fitness #ads \n@beardedhairysc1,2018-12-18,15:55:32,1441,1441,
806512561,????????? ???????,"????????? ??????,??????,???????,???????? ?????,??????? ? ?????? ?????? ??????? ????? ? ??????????.",2012-09-06,10:19:18,383,383,
1.0901E+18,pulltheleverkronkblog,,2019-01-29,4:28:35,12,12,
3869743335,Nigel Quiney,Publisher of Quality Greeting Cards & Gifts,2015-10-05,9:20:09,665,665,
1606275756,Teds Cards,"Teds Cards are based at Stockport market we open Tues, Thurs, Fri and Sat. We sell cards cheap not cheap cards",2013-07-19,16:35:03,112,112,
701600452,Sherri,"Queen forever. Freddy is #1,Brian makes a guitar sing. Queen rules. Also many other interests! Art,Fibromyalgia/CFS/Insomnia! #spoonie. Helping spread good????",2013-10-04,22:11:27,2170,2170,
1.06951E+18,Bassett Greener,"Trying to live a #greener and #mindful existence in Bassett Green, Southampton. Follow my journey and join in where you can. #greenergoals #reusereducerecycle",2018-12-03,8:16:27,93,93,
19271548,teri,?,2009-01-21,2:21:34,115,115,
1.09015E+18,Balloonshine Entertainment,Bringing Brilliance to Your Next Event,2019-01-29,7:43:34,1141,1141,
231589592,N. Dale Chick-fil-A,It's Our Pleasure to Serve You!,2010-12-28,23:21:28,519,519,
9.59724E+17,businessuktweet,"Helping businesses increase their social media exposure & engagements with Networking4uk, save time and let us tweet for you. #SocialMedia #UK #Marketing",2018-02-03,9:42:16,505,505,
335896683,Big Fat Balloons,"Online shop selling gifts including balloons, teddy bears, mugs and chocolates. Choose your delivery date. Free Gift Message with all orders.",2011-07-15,12:26:26,3550,3550,
383874778,Glyn Dodwell,"Adventurer, Hill/Mtn Walker, OS #GetOutside Champion. Trekmate #OutdoorHero Ambassador. Radio Amateur, Getting the over 60's outdoors Blogger, Veteran",2011-10-02,17:32:52,1295,1295,
166962954,UK Business Network,"Helping businesses increase their social media exposure & engagements with Networking4uk, save time and let us tweet for you.\n#SocialMedia #UK #Marketing",2010-07-15,12:24:13,88507,88507,
45635364,Waldolf_BJ Buttons,The button wearing bear,2009-06-08,18:40:32,174,174,
2842886783,Jessica Bristol,Baby Shower Headquarters ... Find the Perfect Gift or Decorations for your next Baby Shower,2014-10-24,21:13:46,1539,1539,
3350562399,Stefan Fierros Art,"'What comes from the heart goes through the heart',my heart is filled with art. \n https://t.co/IeykxvMXvd",2015-06-29,11:08:38,4332,4332,
1.04065E+18,Simpson's Rabbits,,2018-09-14,17:31:45,35,35,
34462772,Natalia A Kerr??,"New, Old, Tame, or Bold, it's all about ART.\nTweeted and retweeted artworks not always reflect personal taste or preference. NO ATTRIBUTION-NO RETWEET",2009-04-23,0:34:13,818,818,
18953515,mika midolo,CP24/CP24 Breakfast. The views expressed on Twitter are mine alone and do not necessarily reflect the views of my employer,2009-01-13,21:08:56,2638,2638,
713323093,Caio Caxtro,,2012-07-23,23:29:05,320,320,
2207348437,MyriadPhoto,Flapping about taking & selling my pics. Watch out for #GavintheGull Facebook & #Instagram @myriadlifephotoart #EyeEm #photo4me #redbubble #picfair,2013-11-21,15:16:50,3632,3632,
1568081648,Lavie,We're about the bags you love and the shoes you want!,2013-07-04,12:16:20,35,35,
7.3974E+17,Catherine Sparks,A dead interesting human.,2016-06-06,8:46:07,234,234,
2890546557,Paul Robinson,"Artist, Painter",2014-11-24,10:59:04,1233,1233,
4802925256,#2minutebeachclean ????,#2minutebeachclean #2minutelitterpick #2minutestreetclean Take 2 minutes to pick up litter. Snap it. Tag it. Post it. Together we can make a difference ????,2016-01-14,9:38:25,5803,5803,
483785995,bouketo_balloons,"? eta??e?a ?p????t? ?pa????a µe 45 ?atast?µata st?? ????da ?a? 6 st? e??te???? ?a? 46 shop in shop, ??e?ta? st? ???? t?? d?a??sµ?s?? µe µpa????a",2012-02-05,11:42:01,117,117,
8.77465E+17,Mr Fruitcake,"Mr Fruitcake is a Children's Entertainer based in Bexleyheath UK who does Parties, School Fetes, Christenings, School Christmas Parties, Weddings 7 days a week",2017-06-21,9:56:46,59,59,
456581383,RE Museum,It's bigger than you think! We tell the story of military engineering and the Corps of Royal Engineers from its beginnings to Sappers' experiences today.,2012-01-06,12:14:28,1488,1488,
7.57658E+17,KJ's Cakes,"Bespoke celebration cakes/cupcakes for all occasions. I hold a 5* health rating, I'm registered with HMRC & I'm fully insured. My page is: https://t.co/tOGC7mwpTo",2016-07-25,19:23:38,61,61,
3235899964,Balloon Printer,We ? to party!  But not as much as we like helping YOU party! ??   Check us out for printing YOUR VERY OWN #balloons & putting YOUR #brand on the map. ??,2015-05-05,13:11:45,83,83,
2463454646,"Little,KP","Love thy planet as thyself. ‘Looking for the great stories of how it turned out ok,’ as Rob Hopkins advocates.",2014-04-25,16:43:54,134,134,
2472707949,Love Layla,"A family run business based up North, producing cards that will make a bit of wee come out! ?? https://t.co/M6unwZtY0n",2014-04-09,23:14:11,2480,2480,
7.68018E+17,Hobbycraft Ipswich,2019 is the perfect year to start a new craft or pick up a forgotten one. Come and see us at Ipswich for inspiration and a great selection of crafting products.,2016-08-23,9:33:08,368,368,
9.4244E+17,Eva-Lena Vechturieza,Dancer/Choreographer.Fashion/Textiles Designer. Everton born a BLUE. Life is a gift. Live it. Love it. Smile and enjoy it. What you get is what you see mwaaa,2017-12-17,17:04:10,198,198,
9.23273E+17,Hana,???? #Art #Artist #Drawing #Painting #Animation #Anime #Music #Dance,2017-10-25,19:41:18,8123,8123,
4925295687,blueprint bear,"We are Blueprint Bear. Makers of greeting cards, prints and pins. Based on the outskirts of Sheffield near the Peak District.",2016-02-17,21:23:04,270,270,
2916189898,Poetman,"performance poetry, charming & dapper, arguably comedy, occasional rapper! http://t.co/G5Ljhql9uP",2014-12-11,20:15:46,809,809,
1586360664,clare connolly,"Love life, explore nature",2013-07-11,17:29:50,491,491,
4855750675,Kassey Starr,Latex Fetish Model #BalloonFetish #Blow2Pop #Sit2Pop #BalloonNonPop. Private shows & custom vids upon request. https://t.co/ziFTKUCMQb,2016-02-03,20:38:34,100,100,
458685844,Occasions Party Shop,"Find me on: Instagram - @OccasionsPimlico Facebook Page -Occasions 27 Ebury Bridge Road, London SW1W 8QX 0207 730 7088",2012-01-08,20:55:03,243,243,
9.83089E+17,I'm The Clown ??,I'm the Clown ???? #clown #horrormovies #creepyclown #horrorsquad #horrorsquadww #horrorfans #horrorcosplay,2018-04-08,21:08:39,109,109,
2586522110,Dr Jenn Lavers,Marine health research and community education @IMASUTAS and @AdriftLab. Viewing the ocean through the eyes of our seabird sentinels.,2014-06-24,23:49:54,121,121,
1.06461E+18,Vallycuts,NSFW and SFW art and posts my ways are lewdness and cuteness ??+\nI may post a lot of Isabelle fanart too,2018-11-19,20:01:27,93,93,
7.59644E+17,ChickenDoodle,The chickendoodle of Life ??#nature #pets #humour #dogs #cats #floral       Enjoy my daily tweets.,2016-07-31,6:57:06,23344,23344,
1717051610,????DrMargaretAranda????????,????I believe in miracles???? @ChronicLifeDiet ????????@TheRebelPatient ??#follo4follo ??@arandamdphd ????@DrMargareAranda ??#life #love #family #friends #books,2013-08-31,23:06:30,19231,19231,
7.66157E+17,ThePaperHeartDesign,Blogger. Designer. Paper lover https://t.co/ot9hil37Yh  \nhttps://t.co/e6syybIHKe,2016-08-18,6:17:28,269,269,
18039667,areml,Vancouver based graphic designer photographer advertising blah blah blah.,2008-12-11,3:35:30,249,249,
33552531,Sendo Invitations,"Plan, create and manage all of your party events with Sendo custom online invitations & ticketing. #invitations #eventplanning #eventprofs",2009-04-20,15:37:10,332,332,
18835703,DinkyWorld,Impressum: https://t.co/73Qw8JWsyi,2009-01-10,14:45:01,4267,4267,
8.09852E+17,AimiMay,"fun ??, dorky, very loveing, giggles,wolcatox, & exploring this interesting world. Husbando ? @Furrygreenspan",2016-12-16,20:04:00,459,459,
2792620563,Tech the Technology Dragon,Im Tech a 20 Year old Tech dragon that has a few other ocs including a fox and lfew other and enjoy suiting. Loves Cars/Racing also inflatables and squeaks!,2014-09-29,19:38:16,982,982,
1.01111E+18,Rembell Rolly,"Furry | Enjoys Round Shapes | He/Them | Bi | ?? NSFW ?? | If you recognize the artstyle of my uploads on this account, don't worry about it",2018-06-25,4:52:02,65,65,
375923207,Tijjer Parade Balloon,"Pooltoy dog??: Loves inflatables, drawing, and riding/designing roller coasters.  Header and Icon photo by @jac_fox",2011-09-19,0:14:07,239,239,
844913161,Drago N??,I love balloons and Inflatables?? am red dragon looner you can call me N. I love to play with balloons and enjoy to pop them sometimes,2012-09-25,5:14:12,357,357,
14355051,Greg Johnson,"Owner of Greenfield Flower Shop in Milwaukee.  More than 40 years of experience in the floral, wedding, and event business.",2008-04-10,20:43:03,1565,1565,
3020918995,Furry Greenspan,Lime Green Citra Fursuiter??Furry Economist??More Balloons than Up??Cuddle Guru??Equity Owner in Wonka??Squeaky??Waifu ? @AimiMay ??????,2015-02-15,9:31:23,303,303,
15925493,basu! (??? !),Six Words: Had A Dream...Now Following It!,2008-08-21,0:29:50,6,6,
31290273,\ue326??????,ARNB: SINGER & SONG WRITER. You get your O2{oxygen} from trees. I get mines from Music and befor you go hit da follow button #TeamWinslowDynasty. #TeamFakulty,2009-04-15,1:07:45,576,576,
2430301464,Liora&& [?? HODL your keys],"Just an ordinary cryptoanarchist and researcher. I love information security, cats, privacy and anonymity. \nI hate apples. \nHack the planet, in crypto I trust.",2014-04-06,11:16:18,193,193,
